id,text,date,article_prior,snippet,snip_sent_inds,html
7709,"3:55 p.m. ### Naomi Osaka's attempt at a third straight Grand Slam title is over. ### The top-ranked player struggled throughout a 6-4, 6-2 loss to Katerina Siniakova in the third round of the French Open. ### Siniakova is ranked No. 1 in doubles and No. 42 in singles. ### The loss ends Osaka's run of 16 straight wins in Grand Slam tournaments- which included titles at the U.S. Open and Australian Open. ### ___ ### 3:15 p.m. ### Stan Wawrinka improved to 4-0 against Grigor Dimitrov in Grand Slam meetings - beating him once at each major - and moved into the French Open's fourth round for the eighth time. ### Wawrinka, the champion at Roland Garros in 2015 and runner-up in 2017, edged two-time major semifinalist Dimitrov 7-6 (5), 7-6 (4), 7-6 (8) in a match suspended after two sets because of fading light a day earlier. ### Dimitrov certainly had his chances to make it even tighter: He held one set point in the opener, then five in the last tiebreaker, which he led 6-2. ### The 24th-seeded Wawrinka, who owns three Grand Slam titles in all, and Dimitrov are the 43rd pair of players to have met at all four majors. ### ___ ### 12:05 p.m. ### Simona Halep's title defense remains on track at the French Open following a methodical 6-2, 6-1 third-round win over 27th-seeded Lesia Tsurenko that lasted just 55 minutes. ### Halep, whose only Grand Slam title came at Roland Garros last year, is bidding to become the first woman to defend a major since Serena Williams at Wimbledon in 2016 ### Halep's next opponent will be either Olympic champion Monica Puig or Iga Swiatek. ### Tsurenko received treatment on her right leg during a medical timeout while trailing 3-0 in the second. ### ___ ### 9 a.m. ### Serena Williams, Naomi Osaka and Simona Halep have had their rough patches so far in the French Open. ### Those three stars are hoping for a smoother ride in the third round Saturday. ### Williams continues her bid for a record-tying 24th Grand Slam singles trophy when she faces 20-year-old American Sofia Kenin. They have never played each other. ### Kenin is trying to get to the fourth round of a major tournament for the first time. This is her ninth Slam appearance. ### Osaka is now assured of retaining the No. 1 ranking, no matter what happens the rest of the way in Paris. She can get to the round of 16 at Roland Garros for the first time by beating Katerina Siniakova. ### Defending champion Halep opens the day's schedule in Court Philippe Chatrier against No. 27 seed Lesia Tsurenko. ### ___ ### More AP tennis coverage: https://www.apnews.com/apf-Tennis and https://twitter.com/AP_Sports ### Copyright 2019 The Associated Press. All rights reserved. This material may not be published, broadcast, rewritten or redistributed.",060119,1,"12:05 p.m.###Simona Halep's title defense remains on track at the French Open following a methodical 6-2, 6-1 third-round win over 27th-seeded Lesia Tsurenko that lasted just 55 minutes.###Halep, whose only Grand Slam title came at Roland Garros last year, is bidding to become the first woman to defend a major since Serena Williams at Wimbledon in 2016###Halep's next opponent will be either Olympic champion Monica Puig or Iga Swiatek.###Tsurenko received treatment on her right leg during a medical timeout while trailing 3-0 in the second.###_ __","[15, 16, 17, 18, 19, 20, 21]","<p>12:05 p.m.</p><p>Simona Halep's title defense remains on track at the French Open following a methodical 6-2, 6-1 third-round win over 27th-seeded Lesia Tsurenko that lasted just 55 minutes.</p><p>Halep, whose only Grand Slam title came at Roland Garros last year, is bidding to become the first woman to defend a major since Serena Williams at Wimbledon in 2016</p><p>Halep's next opponent will be either Olympic champion Monica Puig or Iga Swiatek.</p><p>Tsurenko received treatment on her right leg during a medical timeout while trailing 3-0 in the second.</p><p>_ __</p>"
66126,"Man gets 27 years in prison for starting blaze ### Published: June 1, 2019 ### SANTA CRUZ, Calif. (AP) — A man convicted of intentionally starting a 2017 wildfire that destroyed two homes and injured several firefighters in the Santa Cruz... ### Subscribe Today!",060119,-1,"SANTA CRUZ, Calif. (AP) — A man convicted of intentionally starting a 2017 wildfire that destroyed two homes and injured several firefighters in the Santa Cruz...###Subscribe Today!","[2, 3, 4, 5, 6]","<p>SANTA CRUZ, Calif. (AP) — A man convicted of intentionally starting a 2017 wildfire that destroyed two homes and injured several firefighters in the Santa Cruz...</p><p>Subscribe Today!</p>"
23684,"Press J to jump to the feed. Press question mark to learn the rest of the keyboard shortcuts ### u/GigaRollerCoastr ### Just pets, more like just family ### Reply ### I love that name. Im sure she had an amazing life ### Reply ### 12 hours ago ### Join ### Original Poster3 points · 2 hours ago ### Oh thank you ### My potato has an extra toe ### Reply ### Help, I don't know how to download the DLCs and when I try it doesn't tell me the price. I NEED FULL VERSION ### Reply",060119,-1,"Join###Original Poster3 points · 2 hours ago###Oh thank you###My potato has an extra toe###Reply###Help , I don't know how to download the DLCs and when I try it doesn't tell me the price. I NEED FULL VERSION","[9, 10, 11, 12, 13, 14, 15, 16]","<p>Join</p><p>Original Poster3 points · 2 hours ago</p><p>Oh thank you</p><p>My potato has an extra toe</p><p>Reply</p><p>Help , I don't know how to download the DLCs and when I try it doesn't tell me the price. I NEED FULL VERSION</p>"
43128,"Don't have an account? Sign Up Today ### My Account ### (12801) ### Today ### Mixed clouds and sun with scattered thunderstorms. High 78F. Winds S at 5 to 10 mph. Chance of rain 40%.. ### Tonight ### Scattered thunderstorms early, then cloudy skies after midnight. Low near 60F. Winds SSE at 5 to 10 mph. Chance of rain 50%. ### Updated: June 1, 2019 @ 1:17 pm ### Clifford (Buddy) LaRose ### Save ### WHITEHALL — Clifford (Buddy) LaRose, 58, who passed away on March 3, 2019, will have a graveside service at 1 p.m. on Saturday, June 1, in the Our Lady of Angels Cemetery with the Rev. Rendell Torres officiating. A reception will follow the burial at his second home at 1695 Hatch Hill Road in Whitehall, NY, 12887. ### ×",060119,-1,"Today###Mixed clouds and sun with scattered thunderstorms. High 78F. Winds S at 5 to 10 mph. Chance of rain 40%..###Tonight###Scattered thunderstorms early, then cloudy skies after midnight. Low near 60F. Winds SSE at 5 to 10 mph. Chance of rain 50%.","[4, 5, 6, 7, 8, 9, 10, 11, 12]","<p>Today</p><p>Mixed clouds and sun with scattered thunderstorms. High 78F. Winds S at 5 to 10 mph. Chance of rain 40%..</p><p>Tonight</p><p>Scattered thunderstorms early, then cloudy skies after midnight. Low near 60F. Winds SSE at 5 to 10 mph. Chance of rain 50%.</p>"
6884,"Don't have an account? Sign Up Today ### My Account ### Mostly sunny. High near 80F. Winds NW at 10 to 20 mph.. ### Tonight ### A few passing clouds. Low 52F. Winds N at 10 to 20 mph. ### Updated: June 1, 2019 @ 5:56 am ### Ruth Naomi Petersen ### Save ### May 12, 1933 – May 28, 2019 ### Ruth Naomi Petersen, 86, passed away peacefully in her home at Legacy Estates in Lincoln surrounded by her loving family, friends and Legacy staff. Born in Plainview in 1933, Ruth was the youngest of six siblings. She married Kenneth Milo Petersen, her high school sweetheart, on Sunday March 8, 1953, who preceded her in death. She cherished family and togetherness throughout her life, devoting herself to her marriage and hosting family holidays at their homes in Nebraska and California. ### She took great pride in her bookkeeping career in the medical field, taking her energetic spirit with her to Legacy Estates where she established a puzzle club and was enjoyed by her many friends as their Bingo caller. Ruth had a fondness for recalling stories of her family's past and was never without a clever joke or a song, attributes forever instilled in her family. ### ×",060119,1,Don't have an account? Sign Up Today###My Account###Mostly sunny. High near 80F. Winds NW at 10 to 20 mph..,"[0, 1, 2, 3, 4, 5]",<p>Don't have an account? Sign Up Today</p><p>My Account</p><p>Mostly sunny. High near 80F. Winds NW at 10 to 20 mph..</p>
47530,"Access Denied ### You don't have permission to access ""http://www.usnews.com/news/world/articles/2019-06-01/pro-and-anti-israel-protests-draw-hundreds-in-berlin"" on this server. ### Reference #18.9dc33d17.1559411371.508c0b7",060119,-1,"Access Denied###You don't have permission to access ""http://www.usnews.com/news/world/articles/2019-06-01/pro-and-anti-israel-protests-draw-hundreds-in-berlin"" on this server.###Reference #18.9dc33d17.1559411371.508c0b7","[0, 1, 2]","<p>Access Denied</p><p>You don't have permission to access ""http://www.usnews.com/news/world/articles/2019-06-01/pro-and-anti-israel-protests-draw-hundreds-in-berlin"" on this server.</p><p>Reference #18.9dc33d17.1559411371.508c0b7</p>"
14544,"BBC Radio 6 Music ### This programme will be available shortly after broadcast ### P.P Arnold ### Legendary soul singer PP Arnold - The First Cut Is The Deepest', 'Angel Of The Morning' - joins Liz in the studio to talk about her first album of new material in 51 years. ### Show more ### Legendary soul singer PP Arnold - The First Cut Is The Deepest', 'Angel Of The Morning' - joins Liz in the studio to talk about her first album of new material in 51 years. ### Liz gives listeners the chance to show-off their musical knowledge with themed tune suggestions. She is joined by a guest for a Legend In Your Own Lunchtime and chats to a listener about an album they think is All Killer No Filler. ### Show less",060119,1,"BBC Radio 6 Music###This programme will be available shortly after broadcast###P.P Arnold###Legendary soul singer PP Arnold - The First Cut Is The Deepest', 'Angel Of The Morning' - joins Liz in the studio to talk about her first album of new material in 51 years.###Show more","[0, 1, 2, 3, 4, 5]","<p>BBC Radio 6 Music</p><p>This programme will be available shortly after broadcast</p><p>P.P Arnold</p><p>Legendary soul singer PP Arnold - The First Cut Is The Deepest', 'Angel Of The Morning' - joins Liz in the studio to talk about her first album of new material in 51 years.</p><p>Show more</p>"
18876,"Don't have an account? Sign Up Today ### My Account ### A few passing clouds. Low 51F. Winds WNW at 10 to 15 mph.. ### Tonight ### A few passing clouds. Low 51F. Winds WNW at 10 to 15 mph. ### Updated: June 1, 2019 @ 6:03 pm ### WSP pulled over vehicle registered to Brian Butts days after shooting ### Cody Neuenschwander The Chronicle ### Save ### The investigation into the shooting death of Cowlitz County Deputy Justin DeRosier reached Lewis County in the days after the April 13 incident, when a man driving a vehicle registered to the suspected killer was pulled over on Interstate 5. ### The vehicle’s driver, Jason T. Lilienthal, 40, of Longview has been in the Lewis County Jail since his arrest on April 19 pending resolution of charges of possession of methamphetamine. ### According to Washington State Patrol incident reports obtained by The Centralia Chronicle through a public records request, at about 6 a.m. April 19, a trooper on patrol in Lewis County clocked a northbound 1993 Honda Accord traveling 18 mph over the speed limit on Interstate 5. ### The vehicle’s tabs were expired, and the Honda was traveling erratically — as though the driver were “attempting to hide something” — as it pulled over onto the shoulder after the trooper activated his lights and sirens, according to the report. ### The vehicle continued for another mile before getting off at exit 68, according to reports. ### Lilienthal, the driver and sole occupant of the vehicle, had a suspended license and said he bought the vehicle about five to six days earlier. ### A property/evidence report from WSP listed the owner of the vehicle as Brian D. Butts, a Kalama resident whom police have accused of shooting DeRosier and who himself died in a shootout with two Kelso officers the next day. ### “Washington State Patrol communications also advised me that the vehicle was linked to the Deputy involved shooting in Cowlitz County on Saturday April 13th 2019,” the trooper wrote in the report. ### Another responding trooper wrote: “(A WSP sergeant) … was in contact with detectives that were investigating the murder and they requested that we search the vehicle for a .40 caliber magazine that was an item of interest in the investigation.” ### × ### {{featured_button_text}} ### Lilienthal, who had been promptly arrested for driving on a suspended license, consented to a search of the vehicle. ### “On the driver’s floorboard of the vehicle I located 2 large white crystals that I believed to be methamphetamine. Then I located another crystal under the driver’s seat along with a glass meth pipe that was wrapped in a small towel. No other contraband was located,” reads the report. ### One of the troopers noted a spilled smoothie in the car, and expressed belief that Lilienthal — who allegedly said to the trooper that he used to use meth — was trying to hide the meth crystals in the smoothie before being pulled over. ### Lilienthal, during a preliminary hearing in Lewis County Superior Court on April 22, said he had worked with Butts. ### “I didn’t know that Brian Butts was the kind of person that he is. I only worked with him. I didn’t know he shot an officer. I didn’t know that he was living that kind of life. I just bought the car from him,” Lilienthal said to Judge R.W. Buzzard during the hearing. ### He insisted he didn’t know there were drugs in the car, adding that despite his criminal history and multiple warrants for failure to appear he has been staying out of trouble. ### “I know that I have a record that goes a ways back, but I’m not trying to live that life. I have a 16-month-old daughter that I’m trying to live right for. I didn’t know the things that were in that car,” he said. ### He was granted $20,000 bail on the drug charge and $5,000 bail for the suspended license charge, but is still in custody. ### On May 17, he pleaded guilty, and a sentencing hearing is set for June 12. ### Subscribe to Daily Headlines ### Sign up!  ### Love",060119,1,"“ I didn’t know that Brian Butts was the kind of person that he is. I only worked with him. I didn’t know he shot an officer. I didn’t know that he was living that kind of life. I just bought the car from him,” Lilienthal said to Judge R.W. Buzzard during the hearing.###He insisted he didn’t know there were drugs in the car, adding that despite his criminal history and multiple warrants for failure to appear he has been staying out of trouble.","[35, 36, 37, 38, 39, 40, 41]","<p>“ I didn’t know that Brian Butts was the kind of person that he is. I only worked with him. I didn’t know he shot an officer. I didn’t know that he was living that kind of life. I just bought the car from him,” Lilienthal said to Judge R.W. Buzzard during the hearing.</p><p>He insisted he didn’t know there were drugs in the car, adding that despite his criminal history and multiple warrants for failure to appear he has been staying out of trouble.</p>"
21864,"Press J to jump to the feed. Press question mark to learn the rest of the keyboard shortcuts ### u/DogeKip ### Advice ### The thing is binding incredibly hard and the spring loaded core seems no longer spring loaded.... I have no idea what is wrong but the thing feels terrible to open and close, what did I do wrong and how do I fix it? ### 2",060119,-1,"u/DogeKip###Advice###The thing is binding incredibly hard and the spring loaded core seems no longer spring loaded.... I have no idea what is wrong but the thing feels terrible to open and close, what did I do wrong and how do I fix it?","[2, 3, 4, 5, 6, 7]","<p>u/DogeKip</p><p>Advice</p><p>The thing is binding incredibly hard and the spring loaded core seems no longer spring loaded.... I have no idea what is wrong but the thing feels terrible to open and close, what did I do wrong and how do I fix it?</p>"
28436,"The U.S. economy grew at a solid 3.1% rate in the first three months of the year, but much of that gain was based on temporary factors that will likely fade, leaving growth much slower in the current quarter. ### National",060119,-1,"The U.S. economy grew at a solid 3.1% rate in the first three months of the year, but much of that gain was based on temporary factors that will likely fade, leaving growth much slower in the current quarter.###National","[0, 1]","<p>The U.S. economy grew at a solid 3.1% rate in the first three months of the year, but much of that gain was based on temporary factors that will likely fade, leaving growth much slower in the current quarter.</p><p>National</p>"
51191,"Cool Gift Ideas for Dads and Grads ### 17 hrs ago ### (StatePoint) Shopping for a dad or grad and need some cool gift ideas to impress your recipient? Check out these fun options: ### 1. Gift that keeps on giving. ### For a gift that keeps on giving, consider a subscription box that will deliver to your gift recipient’s doorstep, items that meet his or her hobbies, interests or taste. Whether it’s craft beers, hot sauce or ties, brand-new items each month will be a continual reminder of your love and admiration. ### 2. Time flies. ### Shopping for a frequent flier? For travelers, the gift of a connected timepiece will help them stay oriented as they make their way around the globe. Pair the Edifice ECB900DB with a smartphone by simply pressing a dedicated Bluetooth connection button. This will access the correct time for the current location for over 300 cities worldwide and update with the latest time zone and Daylight Saving Time information. Users also have the capability to swap their specified home time and world time with the press of a button, as well as update alarms and other time settings. By automatically syncing to a time server on the internet four times a day, with this thoughtful gift, your recipient will never miss a beat of their travels. ### 3. Gamer’s paradise. ### Gamers will love an upgrade to their set-up. One good choice, particularly for someone moving into a first apartment, is a LampFree projector from Casio’s SLIM series . Weighing in at just five pounds and only 1.7 inches thick, it comes equipped with a variety of innovative features at an affordable price and offers clearer colors and brighter images ideal for the visual world of gaming. An estimated 20,000 hours lifespan with minimal brightness degradation means this is a gift that will last. Each model is also fitted with a fully connectable interface, including three types of video and audio inputs, as well as HDMI, RGB and RS-232C terminals. ### 4. Take me out to the ballgame. ### Whether it’s a local team or the major leagues, tickets to a game makes a great gift and a day out rooting for your home team is a fun way to spend time together. Make a day of it by bringing along the whole family. ### 5. Music inspiration. ### Musical dads and grads just need the right equipment to get inspired and put together their own jams. For an affordable portable keyboard, consider Casio’s CT-X700 , which features upgraded technology to faithfully reproduce the sound of acoustic instruments and appeal to musicians at all levels, while a fingering guide, lesson system and library of 100 built-in songs, makes this an especially good choice for beginners looking to learn at their own pace. ### Photo 1 Credit: (c) Yakobchuk Olena / stock.Adobe.com ### Photo 2 Credit: (c) YAKOBCHUK VIACHESLAV/ShutterStock.com ### Photo 3 Credit: (c) LightField Studios/Shutterstock.com ### Photo 4 Credit: (c) Erickson Stock/Shutterstock.com ### Photo 5 Credit: (c) Anthony Maragou/Shutterstock.com",060119,1,Photo 2 Credit: (c) YAKOBCHUK VIACHESLAV /ShutterStock.com###Photo 3 Credit: (c) LightField Studios/Shutterstock.com###Photo 4 Credit: (c) Erickson Stock/Shutterstock.com,"[35, 36, 37, 38, 39, 40, 41, 42, 43]",<p>Photo 2 Credit: (c) YAKOBCHUK VIACHESLAV /ShutterStock.com</p><p>Photo 3 Credit: (c) LightField Studios/Shutterstock.com</p><p>Photo 4 Credit: (c) Erickson Stock/Shutterstock.com</p>
89433,"Is FELLOW Stagg kettle good? ### I'm looking for a drip coffee kettle and came across this, the reviews said they are great, but I'm not quite convince yet, so if anyone is using it, is it good? Should I consider buy it if I can buy only one? ### 1",060119,-1,"Is FELLOW Stagg kettle good?###I'm looking for a drip coffee kettle and came across this, the reviews said they are great, but I'm not quite convince yet, so if anyone is using it, is it good? Should I consider buy it if I can buy only one?###1","[0, 1, 2, 3]","<p>Is FELLOW Stagg kettle good?</p><p>I'm looking for a drip coffee kettle and came across this, the reviews said they are great, but I'm not quite convince yet, so if anyone is using it, is it good? Should I consider buy it if I can buy only one?</p><p>1</p>"
74317,"On Jun 1, 2019 ### Share ### Irate students of the Osun State Polytechnic at Iree on Saturday set the school clinic and medical equipment ablaze over the death of one of their colleagues. ### The News Agency of Nigeria (NAN) learnt that the timely intervention of the school’s security officials prevented the fire from spreading to other buildings in the school. ### It was learnt that one Aminu Hammed, a Higher National Diploma student of the institution’s Department of Applied Chemistry, slumped in the examination hall on Friday and was rushed to the school clinic, where he later died. ### ALSO READ ### Bauchi: Gov Muhammed sacks political appointees, dissolves… ### The protesting students, who stormed the clinic on Saturday morning, alleged that there was no medical personnel at the clinic to attend to Hammed when he was rushed to the clinic. ### During the protest, the school’s ambulance, drugs and equipment in the clinic were set ablaze by the students. ### When contacted, the Public Relations Officer of the school, Mr Tope Abiola, said that apart from the burnt clinic, property worth millions of naira were also destroyed by the students. ### Abiola said that drugs, equipment, vehicles as well as medical facilities were razed down by the inferno. ### He, however, said it was not true that there was no medical personnel to attend to Hammed when he was brought to the clinic. ### Abiola said that when Hammed was rushed to the school clinic at about 4:30 p.m. on Friday, medical personnel on duty made frantic effort to resuscitate him but to no avail. ### He said that Hammed was immediately referred to another hospital in town where he later died. ### “It is very shocking to us that the institution would lose such a precious soul. ### “He slumped shortly after writing his examination in the hall and he was immediately rushed to the school clinic. ### “He was a Muslim and he was observing the Ramadan fasting. ### “He would have slumped, due to loss of stamina. He was buried on Friday evening in his hometown, Oba’agun, community close to Iree. ### “We sympathise with his family and we pray to God to console them.” ### Abiola, however, said to forestall breakdown of law and order on campus, the school’s management had ordered immediate closure of the institution. ### He said that all students had been directed to vacate the campus with immediate effect.",060119,1,"Abiola said that when Hammed was rushed to the school clinic at about 4:30 p.m. on Friday, medical personnel on duty made frantic effort to resuscitate him but to no avail.###He said that Hammed was immediately referred to another hospital in town where he later died.###“ It is very shocking to us that the institution would lose such a precious soul.###“ He slumped shortly after writing his examination in the hall and he was immediately rushed to the school clinic.","[13, 14, 15, 16, 17, 18]","<p>Abiola said that when Hammed was rushed to the school clinic at about 4:30 p.m. on Friday, medical personnel on duty made frantic effort to resuscitate him but to no avail.</p><p>He said that Hammed was immediately referred to another hospital in town where he later died.</p><p>“ It is very shocking to us that the institution would lose such a precious soul.</p><p>“ He slumped shortly after writing his examination in the hall and he was immediately rushed to the school clinic.</p>"
6447,"Southwest monsoon: Don’t bet your farm on it ### Southwest monsoon: Don’t bet your farm on it ### Southwest monsoon: Don’t bet your farm on it ### X Share via ### Jun 01 2019, 22:28pm ist ### updated: Jun 01 2019, 22:40pm ist ### The Southwest monsoon is the most anticipated season in India due to the impact it has on agriculture in the country, with its direct and indirect effects on not just the country’s farmers but also the macroeconomy. Agriculture in India is largely rain-fed, and a poor monsoon or drought can have a huge bearing on farmers and the farm-dependent economy of the country. Alarmingly, Skymet has forecast the Southwest monsoon 2019 to be below normal at 93% of the LPA (Long Period Average of June, July, August and September (JJAS) -- 887 mm) with an error margin of +/-5%. ### If we look at the spatial distribution, rainfall in East and Northeast India -- the rainiest pocket in the country during the Southwest Monsoon -- is 92% of the LPA, while in Central India, which stands second in terms of monsoon rain, the probability of rainfall is 91%. In the other two pockets of Northwest India and the Southern Peninsula, the prospect of rain is 91% and 95%, respectively. ### On the probabilities of normal, below normal, drought or excess rain, the following figures are the assessment of Skymet. ### Monsoon 2019 probabilities for JJAS are: ### 0% chance of excess (seasonal rainfall that is more than 110% of LPA) ### 0% chance of above normal (seasonal rainfall that is between 105 to 110% of LPA) ### 30% chance of normal (seasonal rainfall that is between 96 to 104% of LPA) ### 55% chance of below normal (seasonal rainfall that is between 90 to 95% of LPA) ### 15% chance of drought (seasonal rainfall that is less than 90% of LPA) ###  ### El Niño, which is the unusual warming of the Eastern Pacific Ocean, has been impacting monsoon rains in India more often than normal in the recent past. This time, too, El Niño seems to be disrupting the monsoon pattern of the country. Bihar, Jharkhand and West Bengal in East India, along with central parts of the country, predominantly Vidarbha, Marathwada, southern parts of Madhya Pradesh and some parts of Gujarat, are going to bear the maximum brunt of the El Niño phenomenon. ### Currently, the probability of El Niño condition is still over 60% through summer 2019, which includes the monsoon months. We can expect a decline in El Niño, but chances would still remain as high as 50% during the winter months. ### The months of March, April and May have been fairly warm and with SST (Sea Surface Temperature) maintaining its threshold value, El Niño conditions continue to prevail, though on a devolving note. This clearly indicates a below normal monsoon rain in the country this year. ### According to records, in the past 28 years from 1991 to 2018, El Niño was present in 10 years (1991, 1994, 1997, 2002, 2004, 2006, 2009, 2014, 2015 & 2018) during the Southwest monsoon. Two (1991 & 2018) out of the 10 El Niño years witnessed below normal or deficient rainfall while five years (2002, 2004, 2009, 2014 & 2015) witnessed drought. ### Out of the 10 El Niño years, food grain production declined in seven years, with 2002 witnessing the steepest decline of 22%. Pulses (Kharif + Rabi) saw a decrease in production in six years out of 10, with a reduction of 16.7% in 2002. Soybean saw a decrease in production in five years out of 10, with a reduction of 22% in 2002. Rice saw a decrease in production in five years out of 10, with a reduction of 23% in 2002. Scanty rainfall this monsoon season will perhaps put the country in a similar situation. ### About half of the food grain production in India comes from the Kharif output, which stands at around 140 million tons. The quantum and distribution of monsoon have a direct bearing on the sowing operations of Kharif and subsequent crops over many regions of the country. ### According to an analysis carried out by Skymet, paddy production is likely to go down in the upcoming Kharif season (2019-2020) to 97.78 million tons, which is a fall of about 4% compared to the 101.96 million tons produced last year. The area under paddy cultivation would remain the same. However, the vagaries of monsoon are expected to affect the yield primarily in the rain-fed areas. West Bengal, the largest paddy producing state in the country, is at the maximum risk of receiving poor monsoon rain. ### However, soybean production is likely to increase by around 0.14% to 13.71 million tons, compared to 13.69 million tons the previous season. The area under soybean cultivation is likely to go up by 3.2%, but the increase in production will be marginal due to the forecast of below-normal rain. ### Cotton production in the country is also expected to increase by 15.5% to 34.74 million bales in 2019-20, compared to 30.08 million bales last year. Cotton acreage on a national basis is likely to be higher by 2.7% to 12.57 million hectares. This is some good news for the cotton farmers staring at a gloomy monsoon season. ### Agriculture contributes about 16% of India’s GDP. Therefore, a good monsoon is imperative for a bumper farm output, which helps in keeping food prices and inflation under check. High agricultural production also pushes up the incomes of rural people, which in turn boosts demand for consumer goods. Government spending also declines in a good monsoon year. ### But with monsoon 2019 forecast at 93% of the LPA, the scenario does not look too good. ### (The writer is founder and managing director, Skymet Weather Services)",060119,1,"El Niño, which is the unusual warming of the Eastern Pacific Ocean, has been impacting monsoon rains in India more often than normal in the recent past. This time, too, El Niño seems to be disrupting the monsoon pattern of the country. Bihar, Jharkhand and West Bengal in East India, along with central parts of the country, predominantly Vidarbha, Marathwada, southern parts of Madhya Pradesh and some parts of Gujarat, are going to bear the maximum brunt of the El Niño phenomenon.###Currently, the probability of El Niño condition is still over 60% through summer 2019, which includes the monsoon months. We can expect a decline in El Niño, but chances would still remain as high as 50% during the winter months.###The months of March, April and May have been fairly warm and with SST (Sea Surface Temperature) maintaining its threshold value, El Niño conditions continue to prevail, though on a devolving note. This clearly indicates a below normal monsoon rain in the country this year.###According to records, in the past 28 years from 1991 to 2018, El Niño was present in 10 years (1991, 1994, 1997, 2002, 2004, 2006, 2009, 2014, 2015 & 2018) during the Southwest monsoon. Two (1991 & 2018) out of the 10 El Niño years witnessed below normal or deficient rainfall while five years (2002, 2004, 2009, 2014 & 2015) witnessed drought.","[22, 23, 24, 25, 26, 27, 28, 29, 30]","<p>El Niño, which is the unusual warming of the Eastern Pacific Ocean, has been impacting monsoon rains in India more often than normal in the recent past. This time, too, El Niño seems to be disrupting the monsoon pattern of the country. Bihar, Jharkhand and West Bengal in East India, along with central parts of the country, predominantly Vidarbha, Marathwada, southern parts of Madhya Pradesh and some parts of Gujarat, are going to bear the maximum brunt of the El Niño phenomenon.</p><p>Currently, the probability of El Niño condition is still over 60% through summer 2019, which includes the monsoon months. We can expect a decline in El Niño, but chances would still remain as high as 50% during the winter months.</p><p>The months of March, April and May have been fairly warm and with SST (Sea Surface Temperature) maintaining its threshold value, El Niño conditions continue to prevail, though on a devolving note. This clearly indicates a below normal monsoon rain in the country this year.</p><p>According to records, in the past 28 years from 1991 to 2018, El Niño was present in 10 years (1991, 1994, 1997, 2002, 2004, 2006, 2009, 2014, 2015 & 2018) during the Southwest monsoon. Two (1991 & 2018) out of the 10 El Niño years witnessed below normal or deficient rainfall while five years (2002, 2004, 2009, 2014 & 2015) witnessed drought.</p>"
